Ticker,Model,p,q,AIC,MAE,Relative MAE,alpha,beta,delta,persistence,tomorrow_volatility,converged,train size,test size,Period
TNXP,EGARCH,2,1,7473.431742713428,5.592878383179086,0.8482207309143127,0.3202844327690114,0.9446598485749444,,0.9446598485749444,11.776379660090667,True,1279,314,2019-01-01
MINI,EGARCH,2,1,21239.88323386661,1.4109261089476732,0.8483227761890327,0.24357977151639226,0.9921792631813255,,0.9921792631813255,5.042299776428767,True,4730,314,2019-01-01
MDCA,EGARCH,2,1,22338.367877772424,2.7726778974488435,0.8503417204591138,0.3011171856797319,0.9920086477980635,,0.9920086477980635,10.08339488037763,True,4723,314,2019-01-01
BRC,EGARCH,2,1,19442.048631175494,1.0896334794859341,0.8567484598488643,0.28717435342282727,0.9925845274511983,,0.9925845274511983,3.997208139499617,True,4730,314,2019-01-01
RIV,EGARCH,2,1,1807.8506286565507,0.7723798432955425,0.8589263316796826,0.36239278914337125,0.8994702910769369,,0.8994702910769369,2.7045980176733457,True,701,314,2019-01-01
WDFC,EGARCH,2,1,18246.999183141077,0.9829972472938273,0.861613938511736,0.3165304366424986,0.9957096826123891,,0.9957096826123891,2.9270216060147507,True,4730,314,2019-01-01
CHMI,EGARCH,2,1,3463.7749133377383,1.2780648091414737,0.8618114480560792,0.37503700641915405,0.7378722249238524,,0.7378722249238524,3.7270546311097146,True,1270,314,2019-01-01
PRGO,EGARCH,2,1,19322.09669822194,1.5082723875641835,0.8636403662720895,0.22721151059398872,0.9946408549103508,,0.9946408549103508,4.013689748403289,True,4730,314,2019-01-01
EBF,EGARCH,2,1,19982.175924517996,1.032654112799556,0.8649479227902485,0.3055960498846213,0.9897756562727921,,0.9897756562727921,4.611825289723796,True,4730,314,2019-01-01
ZEUS,EGARCH,2,1,25070.465835470037,1.9944108867637154,0.8668546601942188,0.2831954320056853,0.9945823785694179,,0.9945823785694179,5.121572264002734,True,4729,314,2019-01-01
MXE,EGARCH,2,1,16690.450969516176,0.947811202003202,0.8789765223390208,0.2324997357912947,0.978874336872225,,0.978874336872225,4.231600790842612,True,4727,314,2019-01-01
VIVO,EGARCH,2,1,20409.642795421496,1.7966038935251474,0.880456117296802,0.3043953159746068,0.9931176999461656,,0.9931176999461656,5.9404557489416865,True,4730,314,2019-01-01
CSGS,EGARCH,2,1,19743.310791732234,1.1726978862468977,0.883539140581712,0.22024998516303984,0.9966530836877786,,0.9966530836877786,2.8427731312559477,True,4730,314,2019-01-01
QUMU,EGARCH,2,1,22754.308085058976,2.775640568982701,0.8963977262660657,0.3735066315361465,0.9895952471201251,,0.9895952471201251,9.832566654442495,True,4730,313,2019-01-01
ILMN,EGARCH,2,1,22289.302099488727,1.5505827087868853,0.8990194484530036,0.25708645423316284,0.9949288812419792,,0.9949288812419792,4.807559594748366,True,4586,314,2019-01-01
NYMTP,EGARCH,2,1,3084.366299957582,1.5566725429882786,0.9008027272180009,0.553184667296501,0.9753232717572204,,0.9753232717572204,20.11292321574633,True,1356,314,2019-01-01
APVO,EGARCH,2,1,3282.543970882711,3.120999468599798,0.9086793722720224,0.34208779336517914,0.8632568817955508,,0.8632568817955508,7.392275332413406,True,568,314,2019-01-01
DRAD,EGARCH,2,1,17556.60855946745,3.7765205275706393,0.9296131496608192,0.34050314568538625,0.9822354471565248,,0.9822354471565248,11.00656469728397,True,3616,314,2019-01-01
MTSC,EGARCH,2,1,20329.1746016558,1.5151607269121254,0.9324321410044463,0.2767664332249957,0.9930637433378852,,0.9930637433378852,6.725863756203781,True,4730,314,2019-01-01
LCUT,EGARCH,2,1,21578.63385405772,2.211757335110875,0.9431884308022301,0.38900963582770703,0.9865440051045051,,0.9865440051045051,6.290837065634302,True,4723,314,2019-01-01
ARCT,EGARCH,2,1,8420.576781530242,3.795629020973883,0.948780384620945,0.4196976615407076,0.9869787372298245,,0.9869787372298245,10.222433693978616,True,1589,314,2019-01-01
DORM,EGARCH,2,1,20776.44526689448,1.5636440567047465,0.9505794349957775,0.4505874716668747,0.9949522444842561,,0.9949522444842561,5.027864011323423,True,4716,314,2019-01-01
FRTA,EGARCH,2,1,2810.7288458089024,3.5276544702367816,0.9691994433675903,0.41219671854722506,0.9723992362755325,,0.9723992362755325,15.131741263016606,True,503,314,2019-01-01
CZR,EGARCH,2,1,8623.451491532574,1.7579357080992608,0.9703518045735339,0.505381724057969,0.9866186260780614,,0.9866186260780614,7.525236415151582,True,1686,314,2019-01-01
ESTE,EGARCH,2,1,26156.70460622479,4.036681809058096,0.9757247945312446,0.4039815630001551,0.9981805317889878,,0.9981805317889878,14.183607938195717,True,4615,314,2019-01-01
MBII,EGARCH,2,1,7597.843651229397,2.575859012698889,0.9857052953314732,0.5330822247716884,0.9856864528960517,,0.9856864528960517,6.019763727611166,True,1314,314,2019-01-01
CASI,EGARCH,2,1,27928.225886280816,2.422574776293173,1.0588866352155228,0.502126142259885,0.9781859535750296,,0.9781859535750296,8.369934123010609,True,4730,314,2019-01-01
ASUR,EGARCH,2,1,26602.1949043032,2.855886213239437,1.0666042523795602,0.44592772004793146,0.9935936954491892,,0.9935936954491892,5.593972988863826,True,4719,314,2019-01-01
DSS,EGARCH,2,1,26493.590423614543,5.393653230281872,1.104645316396742,0.5315660283508529,0.9929181862586673,,0.9929181862586673,15.11995301471045,True,4559,314,2019-01-01
DCAR,EGARCH,2,1,8704.366176794101,6.299838783813281,1.1484731899618952,0.4462817179842024,0.9713900215422165,,0.9713900215422165,10.894854314216495,True,1384,314,2019-01-01
LODE,EGARCH,2,1,11661.071508483317,4.6098092755005515,1.1668459172627959,0.4955475721034029,0.9864586242199967,,0.9864586242199967,7.453186428157735,True,2078,314,2019-01-01
CELH,EGARCH,2,1,19698.56924077025,3.7275853623354345,1.2099643084665772,0.5698593641348246,0.9986228232190981,,0.9986228232190981,9.048877612366354,True,2950,314,2019-01-01
ARKR,EGARCH,2,1,19122.344001774614,2.0032536651041544,1.264625787819217,0.6310461511971216,0.9677887412207812,,0.9677887412207812,18.8173617128588,True,4595,309,2019-01-01
CDNA,EGARCH,2,1,5951.471722233313,4.356102394628882,1.2685180063280375,0.37037761675287956,0.9872691386277493,,0.9872691386277493,9.779940902779932,True,1074,314,2019-01-01
IGC,EGARCH,2,1,18257.560814138094,8.764186239446518,1.639551860570522,0.6444813621856049,0.9938093387737287,,0.9938093387737287,19.33755098601479,True,3113,314,2019-01-01
ITP,EGARCH,2,1,14582.030695671543,6.790849813258751,1.838834726889373,0.7243219820533572,0.9717445050709467,,0.9717445050709467,12.631775484697307,True,2658,314,2019-01-01
BCLI,EGARCH,2,1,21232.304932388186,6.326708334413719,3.0197172634306897,1.1622565595232637,0.9397590842498894,,0.9397590842498894,13.396801490834132,True,3577,314,2019-01-01
LD,EGARCH,2,1,7326.789843736703,4.708324298928774,3.21969902249272,-0.15904508601953482,0.9634353901055772,,0.9634353901055772,5.639076721605958,True,1576,154,2019-01-01
EBMT,EGARCH,2,1,11140.180655601742,4.103327952952031,3.3889668026097914,-0.11772718616671698,0.8546085057204492,,0.8546085057204492,10.315531334328229,True,3191,314,2019-01-01
EXPI,EGARCH,2,1,6275.09246708719,11.538129490781955,4.610796669002595,1.8765749263893199,0.8321662409829162,,0.8321662409829162,16.345033033726597,True,1063,314,2019-01-01
AVERAGE,EGARCH,2,1,14893.922106030677,2.2365657039842155,0.9772533889010868,0.34339467435923576,0.9763113679806522,,0.9763113679806522,7.409600163251397,100.0%,3499,312,2019-01-01
